2021-01-15 14:16:15,501 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320002 type:create cxid:0xa zxid:0x149b txntype:-1 reqpath:n/a Error Path:/config/topics Error:KeeperErrorCode = NodeExists for /config/topics
2021-01-15 14:16:15,502 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320002 type:create cxid:0xb zxid:0x149c txntype:-1 reqpath:n/a Error Path:/config/clients Error:KeeperErrorCode = NodeExists for /config/clients
2021-01-15 14:16:15,503 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320002 type:create cxid:0xc zxid:0x149d txntype:-1 reqpath:n/a Error Path:/config/users Error:KeeperErrorCode = NodeExists for /config/users
2021-01-15 14:16:15,503 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320002 type:create cxid:0xd zxid:0x149e txntype:-1 reqpath:n/a Error Path:/config/brokers Error:KeeperErrorCode = NodeExists for /config/brokers
2021-01-15 14:16:16,557 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320002 type:delete cxid:0xaa zxid:0x14a3 txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2021-01-15 14:17:51,508 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:53012
2021-01-15 14:17:51,514 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@855] - Client attempting to establish new session at /127.0.0.1:53012
2021-01-15 14:17:51,516 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@611] - Established session 0x17704a908320003 with negotiated timeout 30000 for client /127.0.0.1:53012
2021-01-15 14:18:13,379 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@360] - caught end of stream exception
EndOfStreamException: Unable to read additional data from client sessionid 0x17704a908320003, likely client has closed socket
	at org.apache.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:231)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:208)
	at java.lang.Thread.run(Thread.java:748)
2021-01-15 14:18:13,382 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1037] - Closed socket connection for client /127.0.0.1:53012 which had sessionid 0x17704a908320003
2021-01-15 14:18:38,005 [myid:] - INFO  [SessionTracker:ZooKeeperServer@327] - Expiring session 0x17704a908320003, timeout of 30000ms exceeded
2021-01-15 14:18:38,006 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x17704a908320003
2021-01-15 15:29:47,019 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x17704a908320002
2021-01-15 15:29:47,051 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1037] - Closed socket connection for client /0:0:0:0:0:0:0:1:52961 which had sessionid 0x17704a908320002
